Score,Text
5.0,This was a great value for the set of necklace extenders! I looked other places and I could get 1 extender for the price I paid for 5! I like the fact that I can leave the extender on the necklace rather than having to take it off everytime.
5.0,I would like to shake the person's hand that evented the jewelry extenders for necklaces. I am a plus size woman and also have enlarged thyroid which makes my neck even larger. I am FINALLY able to buy the pretty little necklaces that hang just at the base of your neck you see everyone wearing. Thanks to whomever made this remarkable discovery. I am loving not having to worry about a necklace not fitting me anymore.
,These are just what I was looking for. They work perfectly and have fit every necklace I've tried to use them on. (I had read that sometimes the extension's clasps don't fit with the necklace's clasp and therefore can't be used. This has not been my experience.) I love them!
4.0,"This is a good product overall. My only issue is that the links are much larger than most necklaces I have, so it shows more if my hair is up or it slides to the front. It would be nice if there was a set with smaller links. Otherwise, great product quality."
5.0,"I love this set- All different sizes and the links are very nice. I love having the ability to adjust my necklaces and I guess I have a big neck, as the average necklace size of 16=18 inches is too small for many looks. Again I am very happy, fast shipping as well and nicely packaged! :)"
5.0,"Lovely item, lovely packaging. Not decorative links, very simple but as an extender, nothing more is needed. So completely useful and allows me to wear all the jewelry I've been avoiding."
1.0,"Item is Junk. Service is bunk. Need a zero star.Sorry to tell you, but this is JUNK! DO NOT WASTE YOUR TIME, EFFORT OR MONEY ON THIS TRASH.The extension I used for just under 2 hours dropped my necklace on the ground like a rock. Luckily, I wasinsightful enough to test it at home, and did not lose my necklace. Returned faulty items and was charged aHEFTY 20% restocking fee for this trash. thanks alot Amazon, thanks alot Carolyn Pollack Jewelry. Thanks for NOTHING!I will never buy anything from Carolyn Pollack Jewelry AGAIN!!!!"
1.0,... after wearing it just twice. It is not true vermeil - gold-plated silver. It looks more like cheap metal underneath.Not worth it.
5.0,"I have several necklaces that came with short chains--most of them are 14K white gold. To order a 14K extender would cost $30, so the sterling silver is behind your neck and who sees it??? Definitely worth it!"
5.0,These links came in very handy. perfect to extend a necklace that I received as a gift that I really did not want to return because it was too short. I love the multiple lengths and colors. I will use them a lot.
5.0,"The perfect product for those of us with larger necks. I can now make my too-tight necklaces fit how I want them, choosing which extender to use.Very prompt service, nice packaging, quality product. I would buy this again."
4.0,These are decent quality and do the job. The variety of lengths is great. I wish they were a little heavier.
,This is a nice set of chain extenders. There is a good variety of different chains and lengths to use for any necklace. They make any necklace easy to wear with whatever outfit you are accenting.
5.0,
4.0,"These are very useful items, which are very versatile. I would however like to suggest that the supplier consider to manufacture a thicker extender as well as this would could be used on the thicker types of necklaces or bracelets"
5.0,
5.0,
5.0,A practical and very neccessary item for anyone who has had to forgo wearing a bracelet because it is too small or difficult to fasten. Chains were carefully packaged and arrived in a timely manner.
5.0,did what i wanted it to do.....wish there had been more gold colored ones but......loved the different lengths
5.0,"I love this extender set, as I have many necklaces that are 16 or 17"" long, which is a little too short for me. I use them on bracelets, too.Excellent value, good catches, good price."
5.0,I had originally ordered the set for a family member. I was very impressed when I received the order in the mail. The quality was first rate and there were enough extenders to share and also keep as a back up.You can't go wrong with this product.
,These extenders fit the bill. They came quickly & are very versatile. I'm very happy with them.
4.0,Purchased as a gift for my neice and was a little disappointed when I opened the package. But my neice loved it and thought it was perfect. And that's all that matters.
4.0,Arrived quickly and it was just what I wanted!! I was very pleased with thiain.s company and will definitely do business with them again.
3.0,Merchandise took much too long for delivery! - 3 weeks too long after promised date. Elaborate packaging for item.Book ordered on the same day came very promptly.
3.0,"It looks really classy and elegant in the photo but it is not crafted very well. Think asian gift shop quality. The leatherette exterior had dents in it and the interior piece was roughly cut. Brass highlights are nice and it comes in a black cardboard box. At this price, I didnt expect too much anyway."
3.0,The ring box was just like a typical ring box. I didn't like the way it shut though. The spring showed wear and cheapness.
5.0,"2 boxes in the order. Couldn't be happier. These look just like their description: like granny's old trunk in the attic but extremely well preserved. The leatherette exterior is impressive and is adorned with brass locking mechanism that closes with a snap and secures very well and brass corner protectors. The interior is white leatherette and quite rich in appearance. No matter what type ring is placed inside, these boxes just add to the specialness. I would purchase these again in a heartbeat."
,"Really nice product for the price. It has an oriental look, and compliments a ring. I do wish the interior color was available in red or black."
4.0,"I love the vintage patina, and the squiggle design, but especially how lightweight they are. They could be very thin aluminum or tin..? I might have preferred a more durable material, but as long as you don't wrestle in them, they should be fine. I've had mine a couple of years, & they're in perfect condition.Also, they're much bigger than I expected, 2.5 inches!"
4.0,Very attractive earrings. They were a gift for someone and they came in a nice little box. They were as described and arrived in a timely manner. Much nicer than I tought they would be.
5.0,"I gave this product as a gift, Christmas gift for someone I work with, she loved it, but loves anything with apples. She wore it several times, dont know if it held up, I hope so, she never mentioned that it did not. But for the money, it is a good product, great price and fast shipping. Thanks"
5.0,"I purchased these earrings as a present for my Mother-in-law. As soon as she got them, she called my fiance up and raved about how much she loved them! She wore them to our wedding last week.These earrings are very nicely designed-- the stone doesn't overpower the silver work, but it's not too small either. The silver is beautifully shaped with no rough edges or marks, looks very classy and not cheap like a lot of silver earrings tend to.They also have a beautiful sparkle to them. Of course they shipped right on time and came in a lovely little gift box. Peora is a real class act."
4.0,"Every chance I get to wear this pendant I take it. Every event I wear it to, I get countless compliments on its beauty. Its beauty by far foreshadows the fact that it's so affordable. By far the absolute best purchase I've ever made."
5.0,this gift was for my niece. this is her birthstone color. she loves it
4.0,"Got this for my wife.She doesn't like yellow gold and usually gets white gold or platinum.I figured some silver would ease the expense and it looks good.It is constructed very well.The links are very even and it flexs well.You can see the joint where the ends meet, but that is typical."
1.0,"THE RING IS VERY PRETTY WELL MADE, HOWEVER THE ONYX SET MUCH MUCH SMALLERTHAN I THOUGH IT WOULD BE!!!"
5.0,bought this for mothers day it is her birth stone she loved it still wears it 3 years later and it is still intact
1.0,"I got this wore it two days and the palm tree fell off. if you have any experience with belly rings this happens all the time. No big surprise, but i was disappointed."
5.0,Got this belly ring for my wife who recently had her navel repierced. It was perfect for her to sport round our hometown of Miami. She loved it and I loved it on her.
4.0,These earrings are very pretty and the quality is good. I was hoping they would be just a bit bigger but am pretty pleased with them.
5.0,I bought these white gold earrings for myself. I had looked everywhere on the internet and at the local stores for just the right pair. These earrings have become my favorite. They are great for casual or dressy. I get many compliments on them.
5.0,"These earrings are exactly as described. They are beautiful and have incredible luster. These will be my only pair of earrings, and I'll wear them every single day, so it was important to me that they be just right, and they are!"
5.0,These pearls are absolutley gorgeous. The backs stay on and they are not too big. Light and classy and they come with a certificate of appraisal. Great value and beutiful.
4.0,I guess these are not super fancy pearls but my girlfriend doesn't seem to mind. She wears them all the time and not just when I'm around haha.
1.0,"THE RING IS VERY PRETTY WELL MADE, HOWEVER THE ONYX SET MUCH MUCH SMALLERTHAN I THOUGH IT WOULD BE!!!"
2.0,This is my 3rd pearls that I have ordered through Amazon and each one I have returned including this one. The item is flawed and not perfectly rounded - returned this too!
3.0,I am disappointed with this pair of earrings. The silver doesn't look real even though the 925 signature is present. The amber is also not very attractive as shown online.
5.0,"THIS BRACELET IS TO DIE FOR ! IT IS GORGEOUS. I JUST LOVE IT AND IF YOU LIKE BYZANTINE AND ONYX,YOU WON'T BE DISSAPOINTED.THIS IS HIGH QUALITY AND VERY VERY NICE !! SILVER INSANITY IS FAST ON SHIPPING TOO.GREAT SELLER."
4.0,"Bracelet is pretty much as pictured - it seems like a dark gray with little popcorn pieces. It's an interesting, cool-looking bracelet - comfortable to wear. It looks very good with other oxidized pieces or marcasite. It measures just under 7"" in length, including the clasp, which is a great size for me. If I find a bracelet at 7"" or under, I jump at it. The width of the bracelet is good too. Packaging was a cloth drawstring bag. I think I will enjoy this bracelet."
5.0,"Bought this as a present for a girlfriend who loved it! It arrived in a pretty box, dainty, she was happy! Price couldn't be better."
5.0,
4.0,"This item arrived quickly and was as advertised.Neat little item, however a couple of inches smallerthan expected. Had to improvise an extension so itwould fit. Very satisfied with this product. MC"
5.0,"Received item within 2 days of purchase - although it may be because I live near where it was shipped. Bracelet is beautiful, sturdy and surprisingly light. It's the perfect thickness and looks beautiful on my wrist, I am very pleased with this purchase."
5.0,This charm was purchased as a gift and we were very suprised at the detail that it had. My sister was delighted with the beautiful charm.
5.0,"I'm 14, but my mom raised me to enjoy stuff like this. I got it and am incredibly pleased. It fits snuggly on the wrist and is comfortable. My only complaint is the clasp is a bit hard to put on, but I still love it ^_^."
1.0,I was very disappointed in this purchase. It looked more like a man's bracelet. I returned the item.
5.0,I love this ring and it is now my new favorite ring that I wear every day. It is a perfect size and feels very sturdy and made of quality materials. I've had this ring for 4 months now and it still looks new. Great ring and definitely a great value.
5.0,"This ring looks the way it does in the photo, so no surprises. It looks great on my finger and I have received several compliments on it, specifically on its style. This ring is versatile and looks great with other sterling silver jewelry that I own. The ring arrived promptly and I would definately recommend it to others because it looks pretty and it is inexpensive."
5.0,"The bracelet was exactly as described. I gave it as a gift to my friend and she loved it. She wears it all the time. It is a perfect length and very shiny. Totally worth the price, which is a good deal."
3.0,"I was really excited to receive this bracelet in the mail. It's beautiful, smaller than it looks in the picture and a simple addition to any outfit. Unfortunately, it broke about a month after wearing it. The clasp snapped & I am unable to wear it anymore. I would've given this item a higher rating if lasted longer."
5.0,"It was the perfect size, it arrived fast, in new condition as stated. Would purchase from this seller again."
5.0,I received my bracelet today. How delighted I was when I opened the package. The bracelet is so pretty. Looks so feminine on your wrist. I think it's a great bargain.
,I ordered this bracelet for my mom for her birthday and fell in love with it when i seen it. I though it would have rusted in a few months or even broke but a year later it is still like new so i ordered one for myself. Great gift and price.
5.0,"I LOVE this bracelet! It's delicate and beautiful. It is my new favorite, I wear it just about every day by itself, or layered in with other bracelets. It looks nice with other bracelets with round beads. It fit wonderfully. Arrived promptly."
5.0,"My son bought this for me this past Christmas, and I've been wearing it day and night ever since. It's is a great braclet, very sturdy despite the dainty look. I find it really comforting to wear, great reminder to stop and spend some time with God. The religious aspect of the bracelet is very understated. A subtle reminder that God doesn't need to scream, when He can just whisper. I find it really comforting, and use it as a reminder to always keep prayer and meditation close by."
5.0,"I purchased this item over three years ago and it has lost little of its original luster. It's size is perfect on me, even with my slender wrists. In my delight with this product, I purchased other rosary bracelets for ""dressy"" occasions (from other vendors/suppliers) that have long since broken and rusted ... where my ""everyday"" rosary bracelet keeps going strong. I am writing this review as I prepare to purchase the exact bracelet for my daughter. Even though I've purchased many things on Amazon, this is my first product review -- and one of my best Amazon purchases to date."
5.0,"The pictures really don't do justice to the beauty of this bangle. There are actually three 18k leaves etched on the surface (not just the one visible in the picture), and swirling patterns between them in silver. The clasp is located in the middle of the safety chain on the actual bracelet (not the chain) and is simple to operate. The hinge is well-concealed in the center of one of the gold leaves. Though it looks delicate and small on first sight, it is durable and fit my wrist perfectly. It is a lovely piece of work."
3.0,"i really like these... but the post is pretty thick, and u need to use some force to get the earring backs on. other than that, i love them!"
5.0,We got this for our daughter and love it. She loves the way it jingles and it is so cute!!
1.0,The shipping for this item is expensive! I was going to purchase these earrings until I saw the shipping cost.
3.0,"These earrings looked beautiful and I'd love to give them 5 stars, except that since the post is made of sterling silver, which is very bendable, just be careful when handling them. I accidentally smooshed one of the earrings and the metal band holding the stones easily became slightly loose. But for this price, you can buy several of them. I wish these came in 10k or 14k white gold :("
3.0,"I thought they looked very nice, but they made my ears itch. My ears do well with gold and sterling silver usually."
5.0,"These are everyday wear size, but prominent enough that you won't have to worry about them being seen. The stones are lovely, and well-set in the high-quality Sterling Silver I've come accustomed to from SilverSpeck.com. Great for yourself or a gift, the price is so low you can get one for everyone!"
5.0,
2.0,"I usually don't have a problem wearing sterling silver but cannot wear cheap earrings that are just of any metal. They have to be sterling , gold, or made for sensitive ears. These say sterling but still caused an allergic eraction within just a couple of hours of wearing. The retailer, however, did not have a problem e mailing me a free shipping label for return."
1.0,get more expensive earrings these made my ears bleed and I had to throw them away. Pay the extra bucks for better quality earrings and avoid this
4.0,I have been wearing this earring for 1 months. It 's very nice about the quality and the price is not expensive. I think that's a good earring to buy!
5.0,"I bought these because they were cheap so my expectations were low. I received them earlier than expected and was amazed with the shine. They sparkle in the lowest and highest lighting conditions. I own a 2 carat diamond and these are slightly larger (2.50_2.75) and although they are cz, they look similar to a real diamond. The cut is beautiful. I've had no problems with the posts, if they make your ears bleed than you're probably allergic to silver. As for the metal being soft? I haven't had issues, though if I sat on them I'm sure they would bend (as would any earring). I even slept in them! Wonderful value, unbelievable quality!"
3.0,"Good earrings, promt shipping, good service. The backs of the earrings are a little fragile but if you are careful there is no reason they should brake."
5.0,Beautiful earrings; large enough for an adult to wear; too large to make-believe are something else than zirconias. Great for everyday.
5.0,"I purchased the necklace as gift for my daughter-in-law. She does not like bulky accessories, so I was hoping the necklace would be okay. As it turned-out, the piece was substantial, yet delicately feminine. She loved it! It has a beautiful and unique design - not your typical ""department store stuff."" I would like to have one for myself. The craftsmanship is fantastic."
4.0,"If you're looking for grade AA or better pearls, buy one of the other necklaces available at Amazon. If you're looking for acceptable Akoyas with cream coloring, medium luster, good roundness and relatively smooth skins at a great price, buy these. Though several pearls have normal surface characteristics and there's no orient to speak of. This is a very good strand; since they're Akoyas, they're worth more than their freshwater counterparts in a price range similar to freshwaters in the 7-7.5 mm range (lowest price on the web).If you have studied information about pearls, you know that Akoyas are much more valuable than freshwaters, due to the difference in production amounts--saltwater pearls (like Akoyas) are produced one at a time within the mollusk vs. twenty to thirty or more per mollusk in freshwater pearls. Also, saltwater pearls (like Akoyas) generally take longer to form within the mollusk.This strand is commercial grade, as is stated in the description (medium luster), yet they're very, VERY nice for the price and definately giftable."
2.0,"Usually, buying jewelry online is either a HIT or a MISS, i guess in my case this time, it's a miss. Theses pearls were all clearly blemished, and it's very creamy color (NOT LIKE THE PICTURE SHOWN, which look like perfect white pearls), the luster is true, medium as stated. However, there were a lot of pearls by the knot were chipped, those pearls looks kinda like it had been cover with cheap nail polish and now starting to peeling off. If you are looking for a pearl necklace to treasure or to show off, this is NOT it. Trust me, spend a couple more hundreds, you can find a much better pearl necklace that you can treasure and be proud of it later. My plastic pearls strand looks way better than this one (which cost me less than $5), and it looks better with my outfit too."
,"I was impressed with the quality and detail of the ring. The person I bought it for loves it, and as a jeweler herself, that says alot. I was afraid of the metals when I bought it, but she has had no problems. Overall the ring is a gorgeous imitation of history and I would highly recommend it and the company I bought it from."
,"i've had this ring almost a year now and still love it to death. i wear it everyday, it has never turned my finger green and i get compliments all the time. about a week ago a jewel came loose but you cant even tell, after almost a year thats great quality for the price."
4.0,"I get complements on it all the time! Unfortunately, though, the tip of the crown snags everything it comes across."
5.0,"I have been wanting one forever and have been looking at them for a long time. I love it, everyone who has seen it loves it. I am honestly very picky about my jewelry and my best friend used to work at a jewelry store and he loves it too. My skin quickly turns green with costume jewelry and that was not at all a problem and I even sleep in this ring. It may not be quite Helzberg quality but it is really nice and I couldn't be happier without spending an outrageous amount of money."
2.0,Obviously this is not a high quality product. I wore it for less than a day and it turned my finger green. I do not have any kind of allergy and I've never had this problem with my rings before. I am really disappointed because I like the way this ring looks and I love the design but now I have a ring I really can't wear. I will not be recommending this product to anyone.
5.0,"I bought this ring as gift and the person I bought it for loved the ring. The delivery was quick and all other aspects of the order went great.Black Onyx Celtic Claddagh Sterling Silver Ring (Size 6,7,8,9)"
3.0,"I REALLY LIKED THE PICTURE,THE HANDS WERE PRNOUNCED AND HEART STOOD OUT-SAID 1/2"" WHICH I THOUGHT WAS A GOOD SIZE,QUITE DISSAPOINTED WHEN i GOT IT,IT IS VERY SMALL,MORE LIKE FOR A 10YR. OLD,HANDS ARE BARELY NOTICEABLE AND RING SEEMS LACKING FROM WHAT I EXPECTED,SORRY."
5.0,"I was impressed with the quality and detail of the ring. The person I bought it for loves it, and as a jeweler herself, that says alot. I was afraid of the metals when I bought it, but she has had no problems. Overall the ring is a gorgeous imitation of history and I would highly recommend it and the company I bought it from."
5.0,"i've had this ring almost a year now and still love it to death. i wear it everyday, it has never turned my finger green and i get compliments all the time. about a week ago a jewel came loose but you cant even tell, after almost a year thats great quality for the price."
4.0,"I get complements on it all the time! Unfortunately, though, the tip of the crown snags everything it comes across."
5.0,"I have been wanting one forever and have been looking at them for a long time. I love it, everyone who has seen it loves it. I am honestly very picky about my jewelry and my best friend used to work at a jewelry store and he loves it too. My skin quickly turns green with costume jewelry and that was not at all a problem and I even sleep in this ring. It may not be quite Helzberg quality but it is really nice and I couldn't be happier without spending an outrageous amount of money."
2.0,Obviously this is not a high quality product. I wore it for less than a day and it turned my finger green. I do not have any kind of allergy and I've never had this problem with my rings before. I am really disappointed because I like the way this ring looks and I love the design but now I have a ring I really can't wear. I will not be recommending this product to anyone.
5.0,"I bought this ring as gift and the person I bought it for loved the ring. The delivery was quick and all other aspects of the order went great.Black Onyx Celtic Claddagh Sterling Silver Ring (Size 6,7,8,9)"
3.0,"I REALLY LIKED THE PICTURE,THE HANDS WERE PRNOUNCED AND HEART STOOD OUT-SAID 1/2"" WHICH I THOUGHT WAS A GOOD SIZE,QUITE DISSAPOINTED WHEN i GOT IT,IT IS VERY SMALL,MORE LIKE FOR A 10YR. OLD,HANDS ARE BARELY NOTICEABLE AND RING SEEMS LACKING FROM WHAT I EXPECTED,SORRY."
5.0,"I received these earrings yesterday. They look just like the picture, but the lighting is not showing that they are a little lighter, not by much, then what I expected they are still very pretty. I was impressed with these earrings and I would suggest to anyone who likes Swarovski Crystal and Sterling? Silver you will really like them. The quality is great for the price. I am very impressed and happy to have them. I would recommend them to anyone! They also were sent so fast, I was amazed and quite happy about that too. Have fun owning a pair. I plan on wearing these a lot. :)"
4.0,"I bought these for my Matron of Honor. I thought they were going to look childish, but they turned out very pretty!"
1.0,The stones in these earrings were so light in color they looked almost colorless. I never wore them because I couldn't get the post through my ear. I compared it to other earrings I have and the post was much thicker. I was very disappointed and returned them.
4.0,"I love my earrings! I think they are so unique and cute. They were worth the purchase. If you're thinking of buying something special and different, you will not be disappointed."
5.0,"I love it and seldom take it off. I did change the chain to a more expensive chain but other than that it's awesome and still shines after 3 months of putting it on. Although I have cleaned it a few times.Buy it, it's a great piece."
,"The actual pendant is awesome. It looks very nice and appears well-made for the price. My only complaint is like the others, the chain isn't bad, it's just a little iffy. It has a slight tendency to kink and the pendant doesn't always slide very freely on it. With a better chain, the thing would be just perfect or, really, with just the pendant itself, since I'm probably going to eventually just break down and buy a better one at some point.Still, absolutely worth getting!"
5.0,I was very pleased with the pendant. It arrived on time and it was exactlywhat I wanted.Thank you.
4.0,"The pendant is very nice, just what I expected. The chain is nice also, but much to long. I put the pendant on a different chain. It arrived on time and I would purchase from this vendor again."
4.0,"This is a great necklace. It is as it appears in the photo. Sometimes the pendant doesn't glide smoothly on the chain, but this is minor. My husband likes it very much."
4.0,"The Star of David pendant was very nice; it had a little bit of ""heft"" to it and a mirror finish front and back with a nice mark on the back indicating that it was sterling silver. I liked the design and the proportions for a man; not dainty or exaggerated either. The little black pouch to hold the pendant when not worn was also a nice touch.The chain was a different story, however. I thought 24"" was much too long. It is not sterling silver as far as I can tell, and it is true what another reviewer said about the pendant not sliding on it smoothly. The pendant actually catches on the chain and often does not rest in the middle when worn. (I made a shorter cotton cord necklace to be worn with the pendant instead of the chain it came with.)I am very pleased with the pendant, but not pleased with the chain."
4.0,"The pendant is beautiful. I thought that the design would be on both sides of pendant but the image only shows the front, the back is just flat with authentication engraving. I don't like the chain so much, it's not very comfortable, but I had in mind just to use the pendant when I bought it anyway. Overall good quality product."
5.0,"I have purchased mutiple pendants over the years most of which have been a disappointment. It's so hard to tell their actual size and solidity, and my 15 year old son is picky. Well, this piece didn't disappoint! It is a good size and is solid enough to clearly be ""manly"". It seems more sturdy in real life than in the pic! I bought it for my 15 year old son, but my husband loves it as well! I'm probably going to buy another for him! The chain is sturdy too...looks like it will survive a teen boys antics! Great pendant at a great price!"
5.0,Was searching for a silver Star of David and went to many sites doing so. Came across this one andit was just what I was looking for. My husband loves it and was just what HE was wanting so we bothwon!The pendant is simple in line yet interesting in the intersecting lines of the star.I would recommend this pendant.
5.0,
5.0,"Men's Sterling Silver Star of David Pendant, 24""I bought this necklace for my husband, He thinks it was a fantastic gift....He says the weight and size of the necklace is great because it makes a great difference in the way it hangs around his neck. I love the polished beautiful look of the necklace. It makes an awesome gift. I will definitely be buying again. Thank you for the affordable prices and the great value of the gifts."
5.0,
4.0,I purchased this for my teenage son and he really likes it. The Star of David is really nice and the chain is a very good quality. This was a great deal for the price.
5.0,THIS NECKLACE IS PERFECT! ITS STURDY AND GREAT QUALITY FOR THE PRICE. THIS NECKLACE HAS BECOME A TRIBUTE FOR MY GRANDMOTHER WHO HAS PASSED AND I WEAR IT EVERDAY AND IT SHOWS LITTLE TO NO WEAR. ITS PERFECT FOR A MAN OR WOMAN AND I HAVE GOTTEN MANY COMPLEMENTS ON THIS NECKLACE. I WOULD PAY MORE THAN $39.95 FOR IT. SERIOUSLY YOU CANT BEAT IT.
4.0,"it was bigger than I expected and the necklace was too long. Otherwise, nothing wrong with it. Simple and stylish!"
5.0,"My husband found the star and asked me to order it- He loves it! The Star is quite lovely and manly. The stainless steel chain is sturdy and fits well too. Husband has a severe nickle allergy, so we weren't sure if he could wear it. He's worn it every day since receipt with absolutely no problems!!!. Thank you for offering this product.Peg"
5.0,"I love that pendant. Shiny. Neat. The right size. I just added a bigger loop to the pendant and use it on a different necklace. I've read other reviews regarding the fact that the pendant doesn't glide smoothly on the necklace. It's because the loop. It's too small for the size of the necklace. If you want to buy the pendant for what it is, go for it. It's not too heavy nor too light or fragile. It doesn't bend easily. I'm extremely satisfied with that pendant."
4.0,"Necklace chain and pendant are nice. Pendant is on the thin side, would have been nicer if it was thicker. If thicker though it probably would have needed a thicker necklace chain too which would have more than likely jacked the price up. The design is only on one side. I will point out that the necklace chain and pendant does not look exactly like the picture you see. Would still recommend buying though."
4.0,"This product has the ability to produce gratification both from it's beauty, and it's emotional/personal influence. On the more crass side, I would have preferred a sturdier chain and clasp, but, it is an investment well worth the price from Amazon."
5.0,"Found this item while browsing, decided to purchase. Fast shipping and nicely packed. Thank you and Jah Bless and guide I & I each and every day!~Fiya"
5.0,"Men's Sterling Silver Star of David Pendant, 24""My step-son, whose is not Jewish, requested a Star of David. He lives in Northern Calif. I saw this Star of David on Amazon. I had it shipped to him. I did not see it. He loves it. The chain hangs to the middle of his chest. He wears it inside his shirt. It makes him feel close to me. It was shipped by United States Postal Service. I thought it was shipped by UPS. He couldn't find it on his door step. After researching the shipment, he found it in the mail box."
4.0,"I love the Star. It's great, beautiful and stamped. I am very happy with the quality of it. It does shine and catch the light. However, the chain is terrible. The star catches on it, the chain gets kinks in it. I have had to buy a nicer chain of higher quality to put the star on. The shipping and packaging was excellent and fast. I do recommend the star but not the chain."
5.0,I just gotten this the other day. a must have for you and yours.a nice pendant for everyone so hurry and get yours.
5.0,"My sister gave me it for my birthday, I have like four more Star of David pedants... now this is my fav. :D"
4.0,"This is worth it for the pendant alone. However, the chain does not do justice to the star.The chain is thick stainless steel, not silver. I bought a separate 1mm sterling chain to gowith the star."
5.0,love it its great and i'm so happy to have this cool thing that i highly reccomentd to every one.
5.0,Order this piece for my boyfriend. He really liked and it was beautifully crafted. Very shining and looked expensive next to his body. I would recommend this piece of jewelry to anyone.
1.0,That chain gave me a rash you can see from space.I have been using cream on it for 4 days and only now is the rash receding.
2.0,"I loved it when it first arrived, but the little ring on the top of the star broke a month into wearing it. I was pretty careful with it. I wore it all the time but would take it off for bed and a shower yet it still broke. It is pretty though."
5.0,"My husband really enjoyed his necklace. He doesn't wear anything like this normally, but the chain fit him well, and he enjoyed its comfort."
5.0,"It was perfect for what I wanted. It's a simple necklace. Nothing too bling bling, not cheap looking. Simple and elegant."
5.0,"I bought this pendant because my name is David and I was named after King David. It's pretty cool and light comes in a little box, not flimsy or easily broken, the chain is perfect too, although I personally like to wear it out for people to see, got a lot more tips by the Jewish customers in the hotel I worked at and a perfect conversation piece. I like it."
5.0,Very happy with this. But open box and repackage before giving as a gift; it's packaged oddly inside the box.
5.0,The star of David is of good quality. I enjoy wearing it and get lots of cimpliments on it. Im not jewish but it doesnt matter because it's good for everyone.
4.0,"I purchased this for my mother-in-laws birthday. It is very cute but the only thing that I was disappointed with is that the picture makes it look like the entire middle has diamonds in it, but there are only a few held in by either white gold or maybe silver."
4.0,"About 20 years ago, I asked my husband for a pair of red earrings. I didn't know exactly what I wanted; I simply envisioned a plain red that would go with everything. So my husband bought me rubies. I appreciated his extravagance, but not the earrings! There were several more tries over the years, but they were never the solid red earrings I was looking for. But these are. The red is rich, the shape is geometric and simple, and they go with everything I want red earrings to go with!"
,"This is a beautiful bangle, I love it the diamonds are very white and shine, and the bangle is very solid and strong, thanks God I bought it for less money."
4.0,"Beautiful bracelet, just wished they sent a card validating the stones.Just be careful when receiving it. Amazon in all its wisdom sent it via USPS without signature confirmation and the box was sitting outside my porch.If you have big wrists I do not recommend this. Your wrists should not be larger than 5.5 inches.The stones are beautiful but I haven't the time to get it examined. The bypass bangle design is also beautiful but the bangle quality seemed to be much lower than the stones.Honestly, i thought it was a little pricey.......but it's half a carat....I'm not great with prices regarding jewelry."
5.0,"I was skeptical about ordering this bracelet, but once it arrived I was thrilled!! The bracelet is beautiful; the diamonds are large compared with other 3 stone bracelets I've seen and ""eye clean"". The thickness of the gold (10 grams) is just right!! Plus I saved at least 33% compared with prices at the large jewelry chains!! Buy this bangle. You will love it!!"
4.0,"Received this bracelet today and am pleased with the purchase for the price! Only thing is that the turquoise did not have the lustre that my other turquoise jewelry does. BUT, for the price,can't really complain. I'm keeping it!"
5.0,"First of all, the ring doesn't look anything like the picture. It's BETTER! The stones are super sparkly and the gold on the band is nice and substantial, not thin and flimsy. The best part is the stones. They are beautiful; the center stone is maybe around .50 ct and the two side stones are .25. Since they are smaller weight stones, they look very white, and of course have a ton of sparkle. The three stones are set side by side and their fire bounces off each other beautifully. However, the total carat weight is 1 ct, so the ring will fit better on smaller hands. I have a size 5 finger, and it looks great, but I'd think a size 6 is the most you can go unless you like very petite rings. The 2 ct. ring would be perfect for the larger sizes. Definitely a keeper."
5.0,This pendant necklace is nice. I get a lot of complements when I wear it.
,"This Celtic Pendant is only one of many that I own. Everyone always has their favorites and usually wears them a little more than the others. Well this Pendant is one of those favorites. Silver Insanity has a whole line of jewelry that fits my personality.. That being said I will of course be buying more items from this vendor. You can trust them to have great products, reasonable prices, and if something should be wrong with the item; Silver Insanity will honor your purchase and make sure the issue is taken care of as soon as possible.Thank You!!MJTuc..."
5.0,"Silver Insanity never has disappointed me. Their jewelry is always nice, and I have bought a lot from this seller. This also makes a nice gift."
5.0,I ordered this bracelet because I love lapis jewelry. This bracelet looks great and was reasonably priced. Would even buy another as a gift.
5.0,"Quite the conversational piece. A good buy for dragon lovers or Celtic ""fiends"". A small historical reference to ""second sight"" makes the silver piece more appealing at least to me.........."
4.0,"When I first saw this necklace, I considered it one of the best amazon had to offer, as usual I assumed it would not be as great as the image made it out to be and I was right. First of all, it was smaller then it looks on the picture here, but more importantly, on my copy, one of the indentations that line the inside of the dragons was missing. But don't get me wrong, it's just a small imperfection, I still think it's a great design"
,
3.0,"My 18-year old son wanted this cross for his birthday and loves it to this day.However, within a month, the chain broke. I figured it was no big deal, I'd go buy one from a store. WRONG.It's not sterling, nor a type of silver finish that ""matches"" anything in the stores that I could find.I tried a leather rope, but that didn't work too well either.My son now has it hanging in his room and it's irritating that he can't wear it.Otherwise, it's a lovely cross if that's what you're searching for."
3.0,"These are lovely earrings that look far more expensive than they are ... except for the ""Blue CZ"" stones. They look and feel just like plastic. It's a terrible detriment to the set. I may have to have them replaced by a jeweler (if I can) in order for them to be appropriate for my brother-in-law's wedding. However, they look good enough that I'm looking for a matching necklace."
4.0,"PROMPT DELIVERY. CUTE EARRINGS. A BIT SMALL, BUT OVERALL I AM SATISIFED SO FAR."
